   ;ENTREPRISE;CODE_SEC;VILLE_SIEGE;ADRESSE;TEL;FAX
1694;CASA PLUS INDUSTRIE SARL;ID;MANOUBA;Cite Ali bourguiba Mnihla;70564980;70564980
1695;COMPTOIR D'IMPRESSION RELIURE ET EQUIPEMENTS DE BUREAUX-CIREB;ID;MANOUBA;13 Rue El Kaadine Bardo;71 545 530;71 545 500
1696;ELEMENTS DE MEUBLES ET D'AGENCEMENT - EMA;ID;MANOUBA;ZI Ksar Saïd Douar Hicher;71 544 200;71 544 150
1697;IMPRIMERIE INTERNATIONALE DE TUNIS;ID;MANOUBA;Rue Sanhaja Oued Ellil;71 533 232;71 533 331
1698;IMPRIMERIE PAPIETERIE ET ETIQUETTES CHAHMI  - IPEC;ID;MANOUBA;3 Rue du Bois ZI Ksar Said Douar Hicher;70 662 829;70 662 936
1699;INDUSTRIE NOUVELLE DE PLASTIQUE - INOPLAST;ID;MANOUBA;Route De Mateur Km 7;71620333;71620755
1700;MEDITEC NMC;ID;MANOUBA;GP 5 Km 13 BP 178 Mornaguia;71 540 996;71 540 475
1701;MY KITCHEN;ID;MANOUBA;Av. de l'indépendance Imm.polyfonctionnel ZI Ksar Said;70 665 005;70 665 007
1702;NAWEL INDUSTRIES;ID;MANOUBA;8Rue de L'imprimerie ZI Ksar Said;70 664 416;70 664 417
1703;OMEGA EDITIONS;ID;MANOUBA;Z.I .  Ksar Saïd;71 547 230;71 546 999
1704;SOCIETE ACCESSOIRES DIDACTIQUES TECHNOLOGIES - ADT;ID;MANOUBA;Rue 13001 Z I Ksar Said;71 547 407;71 545 519
1705;SOCIETE ADRITEC TUNISIE;ID;MANOUBA;ZI Ksar Said Douar Hicher;71 546 404;71 545 558
1706;SOCIETE ALU DECOR MAGHREB;ID;MANOUBA;42 Rue Habib Bougatfa;71 602 352;71 602 353
1707;SOCIETE ALUBOIS;ID;MANOUBA;32 RUE DES ORANGERS 2010 MANOUBA;71602253;71602198
1708;SOCIETE ARKEA;ID;MANOUBA;RUE DE L'IMPRIMERIE ZI KSAR SAID MANOUBA;71928000;71923300
1709;SOCIETE FER PLUS;ID;MANOUBA;Rue 7311 Résidence des oeillets D3;71 536 163;71 536 163
1710;SOCIETE FINZI USINES GRAPHIQUES;ID;MANOUBA;Rue des Martyrs Douar Hicher;71 623 622;71 623 655
1711;SOCIETE HAUT LIEU;ID;MANOUBA;116 AVENUE DE L'UMA;71 926 222;71 927 720
1712;SOCIETE IMPRIMERIE PAPIER CARTONAGE - SIMPACT;ID;MANOUBA;21 Rue Ibn Bassem El Menzah 4;71 236 111;71 232 303
1713;SOCIETE INDUSTRIE DU PLASTIQUE ET ACCESSOIRES - IPA;ID;MANOUBA;ZI Ksar Said Douar Hicher;71 546 404;71 545 558
1714;SOCIETE INDUSTRIELLE DE PROFILES PLASTIQUES - SIPP;ID;MANOUBA;ZI Ksar Said;71 621 212;71 621 818
1715;SOCIETE INOPLAST LOISIR;ID;MANOUBA;Route de Mateur Km7 La Mannouba;71620440;71620688
1716;SOCIETE LE PORTAIL;ID;MANOUBA;4 Rue Hamouda Bacha;70 635 244;70 626 989
1717;SOCIETE MAHA INDUSTRIE;ID;MANOUBA;Route de Mateur Km 7;71 620 555;71 620 755
1718;SOCIETE MEDITEC;ID;MANOUBA;GP 5 Km 13 BP 178 Mornaguia;71 540 996;71 540 475
1719;SOCIETE MEGA PUB (MANOUBA);ID;MANOUBA;Rue Habib Bougatfa N° 42;71 600 798/71205240;71 600 798/71205239
1720;SOCIETE MEUBLES MARSAOUI;ID;MANOUBA;23 Rue du bois Z.I Ksar Saîd;71 546 725;71 546 830
1721;SOCIETE PLASTIQUE EXPORT - PLASTEX;ID;MANOUBA;11 Rue Apulée Notre Dame;71 800 300;71 800 880
1722;SOCIETE POUR L'ECONOMIE DE L'EAU - S2E;ID;MANOUBA;ZI Ksar Said Douar Hicher;71 546 404;71 545 558
1723;SOCIETE SCIPP;ID;MANOUBA;Z.I Ksar said Douar Hicher;71 546 404;71 545 558
1724;SOCIETE SIED EMBALLAGE;ID;MANOUBA;ZI Ksar Said;71 546 102;71 545 983
1725;SOCIETE TANIT EMBALLAGES;ID;MANOUBA;3 Rue du Bois ZI Ksar Said Douar Hicher;70 664 955;70 664 956
1726;SOCIETE TUNIPEN;ID;MANOUBA;Route de Mateur Km 7;71 620 333;71 620 755
1727;"STE ORTHO - SERVICES ""SOS""";ID;MANOUBA;34 Bis Rue des travailleurs;71 607 358;70 523 083
1728;UNIVERS RECYPLAST;ID;MANOUBA;ZI 2 N° 23 Mornaguia;71 950 262;71 950 308
1729;ARTISSIMO;ID;MEDENINE;6 BIS Rue ibn Khaldoun;05 622 622;05 623 623
1730;SOCIETE BECHIR KHALBOUS - ZARZIS ALUMINIUM;ID;MEDENINE;Route Touristique Souihel Zarzis;75 705 782;75 705 782
1731;SOCIETE INPACKT - EX STE MODERNE D'EMBALLAGE-SME;ID;MEDENINE;Imm Nour rue du Lac Tukana les berges du lac;71 961 545;71 961 591
1732;SOCIETE MATELAS DU SUD;ID;MEDENINE;Rue Ibrahim El Aghlabi Borj Ghorbel N° 3  Ben Arous;05642226;05646117
1733;AB PACKAGING TUNISIE;ID;MONASTIR;Route de Soue Z.I Sahline;73 526 690;73 526 680
1734;AXIL TUNISIE;ID;MONASTIR;ZI Route de Khniss BP 332;73 530 677;73 530 678
1735;CAMPANY DE RECYCLAGE DU CENTRE;ID;MONASTIR;Avenue 7 Novembre- Tayara;73331139;73331139
1736;COMPTOIR INDUSTRIEL DU PLASTIQUE - CIP;ID;MONASTIR;Route de Jemml BP 98 Moknine;73 475 372/73437476;73 437 474
1737;ENTREPRISE KAMOUN FOUED;ID;MONASTIR;Avenue Ibn Khaldoun Téboulba;73 496 460;73 496 433
1738;ETABLISSEMENT RACHID FEKIH;ID;MONASTIR;Avenue Habib Bourguiba;73 434 540;73 434 540
1739;IMPRIMERIE ABDELHAK;ID;MONASTIR;Avenue 23 Janvier 1952 BP 58 Téboulba;73 493 752;73 495 701
1740;IMPRIMERIE CHEBAANE;ID;MONASTIR;Avenue Habib Bourguiba Téboulba;73 493 206;73 493 206
1741;IMPRIMERIE EL HILEL;ID;MONASTIR;Avenue youssef rouissi el ahram el Manar II;71 888 844;71 888 844
1742;IMPRIMERIE TIMOUMI;ID;MONASTIR;26 Rue Ibn Sina R6;73 447 436;73 447 436
1743;IMPRIMERIE TUNISO-ALLEMANDE;ID;MONASTIR;Route de Sidi Bannour Moknine;73 474 785;73 438 115
1744;KBAIER MEUBLES;ID;MONASTIR;Rue Haji Ali Soa Ksar Hellal;73 452 823;73 452 824
1745;MECALASER;ID;MONASTIR;rue ribat lamta;31401876;32401876
1746;MENUISERIE AJMI MANSOUR;ID;MONASTIR;ZI Route Marché de Gros;73 530 560;73 531 177
1747;MEUBLE DE LA NOUVELLE EPOQUE;ID;MONASTIR;Zone Industrielle Route de Kheniss 5060 Monastir;03530924;03530052
1748;MEUBLES ET DECORATION BASLI;ID;MONASTIR;4 Rue des Nations Unies;73 473 097;73 473 097
1749;NAWEL INTERPLASTIQUE;ID;MONASTIR;11 Rue Apulée;71 800 300;71 800 880
1750;PACKED PLASTICS;ID;MONASTIR;Avenue Habib Bourguiba Route Ouerdanine Sidi Ameur;73 526 085/73422388;73 525 087/73422489
1751;PLASTIPHARM DE TUNISIE;ID;MONASTIR;Route de Lamta Ksibet El Mediouni;73 555 090;73 555 091
1752;PROMENS MONASTIR;ID;MONASTIR;ZI Route Mazdour Jammel Bembla BP 6;73 530 824;73 530 822
1753;ROTOTECA ENGINEERING;ID;MONASTIR;ZI m'ghira fouchana;73 587 730;73 587 730
1754;SIPEM;ID;MONASTIR;Z.I. Route de Jemmel Ksar Hellal BP 15 - Monastir;3473476;3473477
1755;SKAME;ID;MONASTIR;;__ ___ ___;__ ___ ___
1756;SOCIETE ABDELHAK IMPRESSION - EDITION;ID;MONASTIR;Z.I Avenue 23 Janvier 1952 Route de Sousse Téboulba;73 493 752;73 495 701
1757;SOCIETE BENPLAST;ID;MONASTIR;Route de Sousse MC 82 KSAR HELLAL;73545338/73 476 002;73545336 /3973473040
1758;SOCIETE BM BROSSES;ID;MONASTIR;Zone Industrielle Sahline;73 525 252;73 527 928
1759;SOCIETE CEINTRES PLASTIC TUNISIE - Ex ERUM TUNISIE;ID;MONASTIR;Route de Sousse BP 144;73 526 691;73 526 693
1760;SOCIETE EEMAR DOORS;ID;MONASTIR;Route de Mahdia MC 82 Sahline;73 422 376;73 422 495
1761;SOCIETE EL AMANA DE CONSTRUCTION NAVALE;ID;MONASTIR;Avenue 23 Janvier Téboulba;73 494 750;73 492 508
1762;SOCIETE FAST PRINT;ID;MONASTIR;ZI El Ghedir;73 466 044;73 466 042
1763;SOCIETE GOLDEN PACK;ID;MONASTIR;ZI Route de Zeramdine Jemmel;73 590 476;73 590 147
1764;SOCIETE INDUSTRIELLE DE SACHERIE - SIS;ID;MONASTIR;BP 40 Sahline;73 422 266/61;73 422 393
1765;SOCIETE IRIS;ID;MONASTIR;Avenue Habib Thameur Sahline;73 513 845;73 513 844
1766;SOCIETE JEC ROLLERS;ID;MONASTIR;Route Ouerdanine Sidi Ameur;73 526 210;73 526 211
1767;SOCIETE MONAPLAST;ID;MONASTIR;ZI Route de Khniss;73 531 360;73 530 264
1768;SOCIETE NOUVELLE DE L'INDUSTRIE DE PLASTIQUE - NOVAPLAST;ID;MONASTIR;Avenue Habib Bourguiba Sahline;73 525 422;73 513 477
1769;SOCIETE PLASTMAN;ID;MONASTIR;Assad Ibn El Fourat;73 475 876;73 470 330
1770;SOCIETE POLY TEC;ID;MONASTIR;ZI El Ghédir;73 465 055/73365055;73 465 056/73365056
1771;SOCIETE PROMENS TUNISIA (EX DFP - PLASTOHM);ID;MONASTIR;ZI Route de Khniss BP 81 Monastir;73 530 823;73 530 822
1772;SOCIETE PVC PRODUCTS COMPANY - PPC;ID;MONASTIR;Z.I Route de Khniss Km 5;73 531 151;73 530 358/115
1773;SOCIETE ROYAL MEUBLE;ID;MONASTIR;Avenue 7 Novembre BEMBLA;73 478 448;73 478 449
1774;SOCIETE RUNGIS PLAST LTD;ID;MONASTIR;Boulevard de l'environnement Ksibet El Mediouni;73 469 324;73 469 845
1775;SOCIETE RUSPINA MEUBLES;ID;MONASTIR;ZI Route de Khniss - 5000 MONASTIR;73 531 555;73 530 449
1776;SOCIETE SANCELLA TUNISIE;ID;MONASTIR;52,Rue 8601 Z.I  La Charguia;71799477;71808411
1777;SOCIETE SASETH TUNISIE;ID;MONASTIR;Route de Mahdia -5012 Sahline Monastir;73533688;73533658
1778;SOCIETE SODIARPO PRODUCTION TUNISIE;ID;MONASTIR;Rue Ali Sghaier Sahline;73 513 755;73 526 687
1779;SOCIETE SOTRAPOC;ID;MONASTIR;Route de Zeramdine KM3-JAMMEL;03486088;03486633
1780;SOCIETE SOTUFAB;ID;MONASTIR;40 Avenue al houdaybia la soukra;70 681 427;70 681 377
1781;SOCIETE SOTUPA;ID;MONASTIR;Z.I. La Charguia Rue 8601 N° 52;71 799 477;71808411
1782;SOCIETE SPORTS ET LOISIRS - SPOLO;ID;MONASTIR;Avenue Habib Bourguiba Sahline;73 525 844;73 525 846
1783;SOCIETE TAJOURI PLAST;ID;MONASTIR;Avenue Ali Belhouane Sahline;73 526 092;73 526 092
1784;SOCIETE TEBOULBA PLAST;ID;MONASTIR;Route Soukrine Teboulba;73 416 942;73 416 962
1785;SOCIETE TEXTILE LABEL & ACCESSORY - TLA;ID;MONASTIR;50 Avenue de la République Ksibet El Mediouni;73 550 058;73 441 610
1786;SOCIETE TUNISIAN GLOBAL PLASTURGY;ID;MONASTIR;Bloc D4-5 Espace Tunis Montplaisir;71 950 262;71 950 308
1787;SOCIETE TUNISIENNE DE PLEXI - SOTUPLEX;ID;MONASTIR;ZI Route de Khniss;73 530 753;73 530 948
1788;SOCIETE TUNITEC LABELS;ID;MONASTIR;ZI route de Khniss;73 508 460;73 508 463
1789;SOCIETE YASINE PLAST;ID;MONASTIR;ZI avenue 23 janvier Téboulba;73 475 875/73494064;73 459 988/73494025
1790;STE AEROPLAST;ID;MONASTIR;ZI Beni Hassen -5014 Monastir;03490535;03490776
1791;STE IMPRIMERIE FERCHIOU;ID;MONASTIR;Avenue Habib Bourguiba;73 468 108;73 461 481
1792;STE MAY PRESSE;ID;MONASTIR;ZI Route de Khniss;73 530 740;73 530 188
1793;ART ET CONFORT;ID;NABEUL;ZI Grombalia 8030 Nabeul;72256029;72255325
1794;CBC-CAP BON CONDIONNEMENT;ID;NABEUL;Z.I GROMBALIA;72 255 807;72 256 205
1795;CHASSIS BEL;ID;NABEUL;Z.I Béni Aïchoun;72388878;72385872
1796;DELTA PLASTIC;ID;NABEUL;Km 1 route de Menzel Bouzelfa Solimen;71 964 969;71 964 117
1797;FRESENIUS KABI TUNISIA (EX FENWAL TUNISIA);ID;NABEUL;Route de Korba MC 44 Bir Drassen BP N°1;72 341 336;72 341 334
1798;HACO;ID;NABEUL;Rue de l'Epervier Cité Essalama El Haouaria;72 297 021;72 297 020
1799;IMPRIMERIE DU CAP BON;ID;NABEUL;16, Rue e la révolution;72 285 743;72 224 789
1800;IMPRIMERIE PRIMMA- STE AHMED MEHREZ ET FILS;ID;NABEUL;Dar Chaâbane El Fehri;72 360 843;72 361 093
1801;INDUSTRIE TUNISO ALLEMANDE DE PLASTIQUE;ID;NABEUL;ZI Mazraa Tazarka;72 225 278;72 225 435
1802;ITAL TUN TECH (EX ORCIARI TUNISIE);ID;NABEUL;Route Sidi Jedidi km 1 Barraket Essahel Hammamet;72 311 022/97456636;72 311 778
1803;LA GENERALE D'AGENCEMENT ET DE MENUISERIE - GAM;ID;NABEUL;Route de Tunis Km 1 BP 79 Soliman;72 391 155;72 391 161
1804;MONDIAL PACKGING;ID;NABEUL;ZI Soliman CP 8020;72 333 017;72 390 266
1805;MST;ID;NABEUL;Route de Soliman Km2 Menzel Bouzelfa;72 293 044/722251206;72 251 166
1806;SIMET;ID;NABEUL;Imm. El  Jazira Lotissement Ennasim Montplaisir 1002 Tunis;72 845 012;72 845 451
1807;SNANI MEUBLES;ID;NABEUL;Z.I. Essemer;72 274 170;
1808;SOCIETE BARNAS MEUBLES;ID;NABEUL;129, Avenue de la liberté Tunis;71 784 953;71 784 953
1809;SOCIETE DECELECT TUNISIE;ID;NABEUL;13.Rue Mohamed Ben Khalifa;72224366;72272655
1810;SOCIETE DECO;ID;NABEUL;Rue des mathématiques ZI Grombalia;72 213 480;72 214 686
1811;SOCIETE EMBALLAGE TUBULAIRE;ID;NABEUL;ZI Bouargoub;72 259 635;72 259 648
1812;SOCIETE GENERALE DES PRODUITS EN PLASTIQUES;ID;NABEUL;Foundek jedid Mzraa Grombalia;31 400 252;32 400 252
1813;SOCIETE INK JET MANUFACTURE;ID;NABEUL;Route de la Plage Solimen;72 391 088;72 391 120
1814;SOCIETE INTERNATIONAL TRADING COMPANY - ITC;ID;NABEUL;GP1 Km 12 Ezzahra;71 454 545;71 452 534
1815;SOCIETE LA PREFORME;ID;NABEUL;5 Route de l'hôpital militaire;71 896 447;71 896 492
1816;SOCIETE LEOPLAST;ID;NABEUL;AV 29 Janvier Tazarka;26318003;
1817;SOCIETE NATASCHAPLAST;ID;NABEUL;13 Rue Farhat Hachad - Menzel Bouzelfa;72 216 509;72 292 404
1818;SOCIETE NOUVELLE DE COMMERCE;ID;NABEUL;ZI Beni Khiar;;
1819;SOCIETE PALU;ID;NABEUL;Rue Sadek Guerbouj 8010 Menzel Bouzelfa Nabeul;72216509;72292404
1820;SOCIETE PLASTICAP;ID;NABEUL;Z.I. Dar Chaabane EL FEHRI Nabeul;72362000;72362960
1821;SOCIETE ROEMMLER U.ABDELKRIM TUNISIE;ID;NABEUL;Route Haouaria;72 220 344;72 220 366
1822;SOCIETE SITPEC;ID;NABEUL;Rue Hédi Ouali Hammamet;72 279 280;72 283 897
1823;SOCIETE SLIM BEY - LE MOBILIER;ID;NABEUL;Avenue de la liberté Dar Chaâbane El Fehri;23 353 553/29419619;
1824;SOCIETE SMART SPECTRA (EX STE MEUBLES D'ART SMART);ID;NABEUL;Avenue Abou Dhabi Hammamet;72 231 301;72 231 301
1825;SOCIETE SOL EMBALLAGE;ID;NABEUL;Immeuble Jazira Montplaisir;71 906 011;71 901 454
1826;SOCIETE TUNISIENNE INDUSTRIELLE DU PAPIER ET DU CARTON - SOTIPAPIER;ID;NABEUL;13 rue Ibn Abi Dhiaf ZI Saint Gobain Megrine Riadh;71 434 022/71434957;71 434 793/71429256
1827;SOCIETE TUPAC;ID;NABEUL;Route Beni Khalled grombalia;72 211 411;72 210 200
1828;SOCIETE X PACK;ID;NABEUL;Route de Soliman Grombalia;72 213 211;72 214 484
1829;SOTUBOU- SOCIETE TUNISIENNE DE BOUTONS;ID;NABEUL;Route de korbous;72 290 059;72 290 404
1830;STE : MEUBLES MODERNE;ID;NABEUL;Rue Hédi Laabidi Kelibia;;
1831;STE HAMMAMI MEUBLES SARL;ID;NABEUL;Rue Moadh Ibn Jabal Kélibia;72 273 344;72 273 344
1832;STE PLASTIMED;ID;NABEUL;19 Avenue de France;72 232 888;72 232 008
1833;STEMCA;ID;NABEUL;Rue Oum Khalthoum;71 345 500;71 345 732
1834;UNIVERSELLE SERIGRAPHIE - US;ID;NABEUL;GP1 KM 34 -Grombalia;72 215 044;72 215 263
1835;PLAFONDPLAST TUNISIA;ID;SELIANA;Z.I MAKTHAR;78 827 143;73 277 693
1836;SOCIETE MODERNE D'INDUSTRIE PLASTIQUE ET EMBALLAGE- SOMIPEM;ID;SELIANA;App A 8  Résidence étoile du Nord Centre Urbain Nord;71 947 362;71 947 363
1837;SOCIETE WINTECH TUNISIE;ID;SELIANA;Centre dorra bloc B bureau N°8 2 eme étage elmanar II;71882630/930;71 883 703
1838;ALTEA FILMS;ID;SFAX;Route de Tunis km 15 Sidi Salah BP 469;74 273 032;74 273 039
1839;BEN ATITALAH SOFIEN PRINTSOLUTION;ID;SFAX;Route de Téniour Km 9 - Chihia;74 847 192;74 847 193
1840;"BOUAZIZ LOTFI ""C A D""";ID;SFAX;21 Bis Avenue 18 Janvier;74 212 307;74 212 387
1841;CIR POLYGOM;ID;SFAX;Route de Gabès Km4;74 677 765;74 677 766
1842;COMPAGNIE ARABE DES EDITEURS UNIS M ALI;ID;SFAX;Rue Mohamed Châabouni Imm Zarkaa El Yamama N° 11;74 407 440;74 407 441
1843;COMPTOIR GENERAL D'IMPRESSION ET DE TRAITEMENT DES EMBALLAGES LEGERS-COGITEL;ID;SFAX;Route de Tunis km 15 Sidi Salah BP 469;74  273 032;74 273 039
1844;COMPTOIR SFAXIEN DU PLASTIQUE - CSP;ID;SFAX;Route de tunis Km 17 ZI Sidi Salah;74 273 400;74 273 037
1845;COPLASUD;ID;SFAX;Route de Gabes Km 3;74 241 019;74 246 526
1846;ENTREPRISE KOBBI MOHSEN;ID;SFAX;Route de Menzel Chaker Km 4.5- B.P 54;74 279 344;74 279 025
1847;FERRONNERIE D'ART;ID;SFAX;Rue Constantine;74 227 011;74 298 004
1848;IMPRIMERIE DAR NOUHA EDITION;ID;SFAX;Route Mahdia km 11;74 832 444;74 832 443
1849;IMPRIMERIE LOUATI MEHREZ ET CIE;ID;SFAX;Route de l'aérodrome Km 2.5;74 240 975;74 450 094
1850;IMPRIMERIE LOUATI MEHREZ ET CIE - ISLAM;ID;SFAX;Route de l'Aérodrome Km 2.5;74 240 975;74 450 094
1851;IMPRIMERIE RELIURE D'ART;ID;SFAX;"NÂ°37 Rue le coton, 
ZI PoudriÃšre 2, 

SFAX";74432030;74432572
1852;LA MEDITERRANEENNE DU PLASTIQUE - MEDPLAST;ID;SFAX;Route de Tunis KM  17 - Z.I Sidi Salah;74 273 754;74 273 753
1853;LAJNEF MAHMOUD BEN TOUMI ROTIN VANNERIE MAHARES - RVM;ID;SFAX;Cité des Huileries Mahres;74 290 880;74 291 402
1854;MAHER REBAI - ALPHA PRINT;ID;SFAX;Menzel Chaker km 1.5 Imm Zahrat;74 463 040;74 463 041
1855;MANUFACTURE DE PANNEAUX BOIS DU SUD - MPBS;ID;SFAX;route de GabÃšs km 1.5 sfax;74468044;74468920
1856;MED NEJIB TRIKI EBENISTE;ID;SFAX;Rue Habib Maazoun;74 860 963;__ ___ ___
1857;MELAPLAST;ID;SFAX;Rue 13 Aout ZI Poudrière;74 226 162;74 296 573
1858;MENUISERIE ALUMINIUM DU SUD - MAS;ID;SFAX;ZI Ibn Khaldoun lot n°27;71 922 522;71 923 440
1859;MENUISERIE KESKES ABDELAZIZ;ID;SFAX;route de gabes km 4.5 ;74453575;74453675
1860;MENUISERIE ZALILA;ID;SFAX;Rte de Gabès Km0,5;74 225 209;74 297 245
1861;MEUBLE MASSIF MAHRES;ID;SFAX;Z.I. OUED EZZIR;74 291 034;74 291 035
1862;MEUBLES BEN AMAR;ID;SFAX;Z.I. POUDRIERE;74 225 482;74 225 789
1863;MEUBLES FRIKHA;ID;SFAX;Ceinture entre Taniour et kaied Mhamed;74 610 634;74 270 612
1864;MODA CASA;ID;SFAX;Route de Téniour km 9.5;74 846 402;74 847 355
1865;MTPS- MANUFACTURE TNNE DE PLASTIQUE DU SUD;ID;SFAX;Z.I. La Poudrière II- 3002 Sfax;04233599;04 238 364
1866;"NOUVELLES TECHNOLOGIES DE L'EMBALLAGE ECONOMIQUE ""NTE""";ID;SFAX;Route de Mahdia Km 28 El Amra BP 58;74 898 190;74 898 194
1867;OMNIPLAST;ID;SFAX;;__ ___ ___;__ ___ ___
1868;"PETITES INDUSTRIES DE PLASTIQUE ""PIP""";ID;SFAX;Route de Gremda Km 8;74 656 108;74 658 155
1869;"PLASTIC GOODS - TUNISIA ""PGT""";ID;SFAX;Route de Teniour Km 9  SAKIET EZZIT;74 848 577;74 848 584
1870;PLASTIFA;ID;SFAX;6 Rue Bayrouni Imp N°423 Rte Gabes Km1.5;74 240 902;74 240 814
1871;PLASTISUD;ID;SFAX;Rue 13 Aout ZI Poudrière;74 228 056;74 296 673
1872;SAMET- STE D'AMEUBL. MODERNE ET D'EQUT TOURISTIQUE;ID;SFAX;Route de Gabès Km 5,5;74 677 622;74 677 624
1873;SEPT -STE DES EMBALLAGES PLASTIQUES TUNISIENS;ID;SFAX;Rue commandant BEJAOUI;74 228 001;74 296 041
1874;SERIOPLAST TUNISIA;ID;SFAX;Route de Gabes km 9 cité Thyna;;
1875;SIRUS;ID;SFAX;Route de Mahdia Km 1- Immeuble Ettoumi;74440311;74299594
1876;SKIM- SOCIETE KRICHEN D'INDUSTRIE DES MEUBLES;ID;SFAX;ZI Oued Chabouni Rte de l'Aéroport Km 4;74 278 959;74 671 460
1877;SOCIETE AFDEK BOIS;ID;SFAX;Route de l'afrane Km 8 merkez ouali;74 658 545;74 669 385
1878;SOCIETE AL KHOUTAF;ID;SFAX;Route de Gabès Km 2;74 468 190;74 468 215
1879;SOCIETE AL KHOUTAF ONDULE;ID;SFAX;Route de Tunis Km 13 Sidi Salah;74 273 069/052;74 273 053
1880;SOCIETE ALPHA ETIQUETTES;ID;SFAX;ZI Poudrière II Rue des Eponges BP 1085;74 215 306;74 215 307
1881;SOCIETE ALPHA ETIQUETTES INTERNATIONAL;ID;SFAX;Z.I Poudrière 1 Rue Edison BP 1085;74 215 306;74 215 307
1882;SOCIETE ALPHA PRINTE;ID;SFAX;ROUTE EL MAHDIA EL BOSTEN SFAX ;74442685;74442685
1883;SOCIETE AQUAPLAST;ID;SFAX;Route de Gabès Km 1.5 Rue 423;74 241 940/744468900;74 467 302/74468218
1884;SOCIETE ARRAJA;ID;SFAX;24 rue Moussa Ibn Nousayr;74 244 447;74 243 462
1885;SOCIETE ASA TUNISIA;ID;SFAX;Route de Mahhdia Km 12 BP 79;74 831 868;74 831 868
1886;SOCIETE BIOSPHERE BIOLOGICAL TECHNIS;ID;SFAX;BP 113 Sakiet Ezzit;74 842 050;74 842 025
1887;SOCIETE BOUBAKER OUALI ET FILS;ID;SFAX;"ZI AGAREB 
administration: rÃ©sidance omar  3 eme etage a 34 sfax al jadida";74401549;74401082
1888;SOCIETE CHAKER FRERES DE MENUISERIE EN BOIS;ID;SFAX;Rue Jamel Eddine Al Afghani ZI Poudrière 1;74 286 407;74 286 033
1889;SOCIETE CIBOMA;ID;SFAX;Route de Gabès Km 5.5;74 275 422;74 274 936
1890;SOCIETE CITY MEUBLE;ID;SFAX;Route de Tunis Km 12 BP 73 Sakiet Ezzit;74 861 122;74 862 455
1891;SOCIETE D'ADHESIFS ET DE PACKAGING - ADHEPACK (EX  TPCE);ID;SFAX;Route de gabès Km 2.5 ZI Sidi Salem;74 469 047/220;74 469 050/090
1892;SOCIETE DE TRANSFORMATION DE TOILE ET PLASTIQUE - STTP;ID;SFAX;"Route de mahdia km 10 BP 2  
Sfax";74833431;74833432
1893;SOCIETE DECOSTORE;ID;SFAX;ZI Oued Châabouni;74 279 198;74 671 925
1894;SOCIETE DES ARTICLES DIVERS DE MENUIS- ADIM;ID;SFAX;Route de Teniour km8 chihia;74 848 486;74 848 438
1895;SOCIETE DES EMBALLAGES DU SUD - SES;ID;SFAX;9 Rue du Métal ZI Charguia BP 303;70 837 332;70 837 207
1896;SOCIETE DES EMBALLAGES METALLIQUES DE SFAX  EMS;ID;SFAX;BP 138;74 289 635;74 289 633
1897;SOCIETE DES INDUSTRIES METALLIQUES ET PLASTIQUES;ID;SFAX;Route de Gabès Km 4;98 657 346/58805300;
1898;SOCIETE DIGI PRESS 1;ID;SFAX;Route El Ain km 4.5;74 246 201;74 246 201
1899;SOCIETE DJO TUNISIE;ID;SFAX;Rue 13 Août Z.I Poudrière 1;74 286 610;74 286 709
1900;SOCIETE ECRINPLAST;ID;SFAX;Rue Jamel Eddine El Afghani                                 Z.I. PoudriÃšre 1 - Sfax Tunisie;74287316;74287348
1901;SOCIETE EFT WOOD;ID;SFAX;Roue de gabès Km 4;74 453 120;74 453 403
1902;SOCIETE EPIMED;ID;SFAX;94 rue Atlas ZI Oued Chaabouni;36 173 147;
1903;SOCIETE FIRAS;ID;SFAX;ZI Poudrière II;74 259 675;74 236 613
1904;SOCIETE FLEXO-PRINT;ID;SFAX;Z.I Poudrière 1 BP 1080;74 287 570;74 287 559
1905;SOCIETE FLORENCE;ID;SFAX;Route de Gremda Km 1.5;74 217 344;74 264 356
1906;SOCIETE GALIEN ENVIRONNEMENT;ID;SFAX;Route de Gabès Km 3 piste Sidi Salem;74 469 069;74 469 099
1907;SOCIETE GARGOURI EMBALLAGES;ID;SFAX;Route Téniour Km 9 Chihiya;74  846 750;74  846 775
1908;SOCIETE GHARSALLAH SALEM D'IMPRESSION;ID;SFAX;Route de Gabès Km 1.5 BP 15;74 242 928;74 242 928
1909;SOCIETE GRINPARAPHA;ID;SFAX;ROUTE DE AGAREB KM 12 IMM BOUZGUENDA;74 649 400;74 649 444
1910;SOCIETE HYPCOM;ID;SFAX;Route Mahres km 1 ZI Agareb;74 644 200;74 644 211
1911;SOCIETE IMPRIMEDIA;ID;SFAX;Route de Gabès Km 3.5 Cité El Habib BP 14;74 453 708;74 453 704
1912;SOCIETE INDUSTRIELLE D'AGENCEMENT ET D'AMEUBLEMENT - SIAA;ID;SFAX;Route de l'aéroport Km 4 Z.I Oued Châabouni BP N° 38;74 670 718;74 680 418
1913;SOCIETE INDUSTRIELLE DE MENUISERIE EN PLASTIC - SIMAP;ID;SFAX;Route de Gabès Km 3,5  BP 604;74 453 888;74 453 141
1914;SOCIETE INDUSTRIELLE DE PLASTIQUE - SOPLAST;ID;SFAX;Route Mahdia Km 3.5 ZI Poudrière 2;74 432 320;74 432 220
